Name of State/ UT	Parliamentary Constituency	Candidate Name	Total Votes Polled	Winner or Not?	Party Abbreviation	Party Name
Himachal Pradesh	Mandi	DEVENDER DEV	901	no	BMUP	Bahujan Mukti Party
Himachal Pradesh	Mandi	PRATIBHA SINGH	322968	no	INC	Indian National Congress
Himachal Pradesh	Mandi	KUSHAL BHARDWAJ	13965	no	CPM	Communist Party of India  (Marxist)
Himachal Pradesh	Hamirpur	ANURAG SINGH THAKUR	448035	yes	BJP	Bharatiya Janata Party
Himachal Pradesh	Hamirpur	RAKESH CHOUDHARY	5827	no	BSP	Bahujan Samaj Party
Himachal Pradesh	Hamirpur	AMIN CHAND	647	no	IND	Independent
Himachal Pradesh	Hamirpur	ASHISH KUMAR	603	no	IND	Independent
Himachal Pradesh	Hamirpur	KAMAL KANTA BATRA	15329	no	AAAP	Aam Aadmi Party
Himachal Pradesh	Hamirpur	SHIV DUTT VASISHT	952	no	SHS	Shivsena
Himachal Pradesh	Hamirpur	RAJINDER SINGH RANA	349632	no	INC	Indian National Congress
Himachal Pradesh	Hamirpur	DEV RAJ BHARDWAJ	1692	no	IND	Independent
Himachal Pradesh	Hamirpur	URMILA SHARMA	2328	no	SP	Samajwadi Party
Himachal Pradesh	Hamirpur	RAJINDER SINGH RANA	3687	no	IND	Independent
Himachal Pradesh	Hamirpur	None of the Above	6473	no	NOTA	None of the Above
Himachal Pradesh	Shimla	VIRENDER KASHYAP	385973	yes	BJP	Bharatiya Janata Party
Himachal Pradesh	Shimla	None of the Above	7788	no	NOTA	None of the Above
Himachal Pradesh	Shimla	SUBHASH CHANDER	14233	no	AAAP	Aam Aadmi Party
Himachal Pradesh	Shimla	VIRENDER KUMAR KASHYAP	6173	no	IND	Independent
Himachal Pradesh	Shimla	SHURVEER SINGH	4385	no	SP	Samajwadi Party
Himachal Pradesh	Shimla	JAGAT RAM	11434	no	CPM	Communist Party of India  (Marxist)
Himachal Pradesh	Shimla	MOHAN LAL BRAKTA	301786	no	INC	Indian National Congress
Himachal Pradesh	Shimla	GURNAM SINGH KOLI	5985	no	BSP	Bahujan Samaj Party
Jammu & Kashmir	Baramulla	MUZAFFAR HUSSAIN BAIG	175277	yes	JKPDP	Jammu & Kashmir Peoples Democratic Party
Jammu & Kashmir	Baramulla	SALAMUDDIN BAJAD	71154	no	JPC	Jammu & Kashmir People Conference
Jammu & Kashmir	Baramulla	TANVEER HUSSAIN	5788	no	IND	Independent
Jammu & Kashmir	Baramulla	SYED MOHD RAFIQ SHAH	4141	no	JKNPP	Jammu & Kashmir National Panthers Party
Jammu & Kashmir	Baramulla	GHULAM MOHAMMAD MIR	6558	no	BJP	Bharatiya Janata Party
Jammu & Kashmir	Baramulla	SHARIEF UD-DIN SHARIQ	146058	no	JKN	Jammu & Kashmir National Conference
Jammu & Kashmir	Baramulla	MOHD SHAFI BHAT	3143	no	BSP	Bahujan Samaj Party
Jammu & Kashmir	Baramulla	AB. HAMID MALIK	3655	no	IND	Independent
Jammu & Kashmir	Baramulla	BASHIR AHMAD JAGAL	2694	no	PRISM	Prism
Jammu & Kashmir	Baramulla	ASHIQ HUSSAIN GANIE	1943	no	IND	Independent
Jammu & Kashmir	Baramulla	ER. ABDUL RASHID SHEIKH	22090	no	IND	Independent
Jammu & Kashmir	Baramulla	NISAR AHMAD AHANGER	2050	no	IND	Independent
Jammu & Kashmir	Baramulla	ABDUL HUSSAIN	7301	no	IND	Independent
Jammu & Kashmir	Baramulla	AYAZ AHMAD SOFI	5566	no	GaAP	Gareeb Aadmi Party
Jammu & Kashmir	Baramulla	MOHD ABDULLAH CHATWAL	4006	no	IND	Independent
Jammu & Kashmir	Baramulla	None of the Above	4568	no	NOTA	None of the Above
Jammu & Kashmir	Srinagar	TARIQ HAMEED KARRA	157923	yes	JKPDP	Jammu & Kashmir Peoples Democratic Party
Jammu & Kashmir	Srinagar	None of the Above	4979	no	NOTA	None of the Above
Jammu & Kashmir	Srinagar	AGA SYED MOHSIN	16050	no	IND	Independent
Jammu & Kashmir	Srinagar	MOHAMMAD SHAFI GUROO	1157	no	IND	Independent
Jammu & Kashmir	Srinagar	FAYAZ AHMAD BHAT	4467	no	BJP	Bharatiya Janata Party
Jammu & Kashmir	Srinagar	CHETAN SHARMA	608	no	IND	Independent
Jammu & Kashmir	Srinagar	MUSHTAQ SHAMIM	521	no	ABML(S)	Akhil Bharatiya Muslim League (Secular)
Jammu & Kashmir	Srinagar	FAROOQ ABDULLAH	115643	no	JKN	Jammu & Kashmir National Conference
Jammu & Kashmir	Srinagar	MIRZA SAJAD HUSSAIN BEIGH	2802	no	IND	Independent
Jammu & Kashmir	Srinagar	DR RAJA MUZAFFAR BHAT	3271	no	AAAP	Aam Aadmi Party
Jammu & Kashmir	Srinagar	BASHIR MOHD RESHI	1215	no	IND	Independent
Jammu & Kashmir	Srinagar	MOHAMMAD MAQBOOL MALIK	583	no	JKNPP	Jammu & Kashmir National Panthers Party
Jammu & Kashmir	Srinagar	RIYAZ AHMAD WANI	461	no	IND	Independent
Jammu & Kashmir	Srinagar	ABDUL RASHID TANTRAY	1668	no	IND	Independent
Jammu & Kashmir	Srinagar	RABIA ALTAF	864	no	IND	Independent
Jammu & Kashmir	Anantnag	MEHBOOBA MUFTI	200429	yes	JKPDP	Jammu & Kashmir Peoples Democratic Party
Jammu & Kashmir	Anantnag	MOHAMMAD YAQOOB RATHER	1568	no	AKAKRP	All Jammu and Kashmir Republican Party
Jammu & Kashmir	Anantnag	SYED ABID AHMAD SHAH	4345	no	JKNPP	Jammu & Kashmir National Panthers Party
Jammu & Kashmir	Anantnag	ASIF JEELANI	803	no	AIFB	All India Forward Bloc
Jammu & Kashmir	Anantnag	MOHAMMAD SHARIF	3312	no	BSP	Bahujan Samaj Party
Jammu & Kashmir	Anantnag	MOHD YOUSIF  GANIE	3286	no	ASP	Ambedkar Samaj Party
Jammu & Kashmir	Anantnag	ABDUL AHAD MIR	3439	no	IND	Independent
Jammu & Kashmir	Anantnag	None of the Above	5936	no	NOTA	None of the Above
Jammu & Kashmir	Anantnag	TANVEER HUSSAIN KHAN	7340	no	IND	Independent
Jammu & Kashmir	Anantnag	GH. NABI SHAH	1837	no	SP	Samajwadi Party
Jammu & Kashmir	Anantnag	MUSHTAQ AHMAD MALIK	4720	no	BJP	Bharatiya Janata Party
Jammu & Kashmir	Anantnag	DR. TANVIR MAQBOOL DAR	3252	no	AAAP	Aam Aadmi Party
Jammu & Kashmir	Anantnag	MIRZA MEHBOOB BEG	135012	no	JKN	Jammu & Kashmir National Conference
Jammu & Kashmir	Ladakh	THUPSTAN CHHEWANG	31111	yes	BJP	Bharatiya Janata Party
Jammu & Kashmir	Ladakh	None of the Above	1207	no	NOTA	None of the Above
Jammu & Kashmir	Ladakh	TSERING SAMPHEL	26402	no	INC	Indian National Congress
Jammu & Kashmir	Ladakh	SYED MOHD KAZIM	28234	no	IND	Independent
Jammu & Kashmir	Ladakh	GHULAM RAZA	31075	no	IND	Independent
Jammu & Kashmir	Udhampur	DR. JITENDRA SINGH	487369	yes	BJP	Bharatiya Janata Party
Jammu & Kashmir	Udhampur	None of the Above	10478	no	NOTA	None of the Above
Jammu & Kashmir	Udhampur	NAZAKAT HUSSAIN	9217	no	IND	Independent
Jammu & Kashmir	Udhampur	GIRDHARI LAL	1971	no	BHBP	Bharatiya Bahujan Party
Jammu & Kashmir	Udhampur	JAGDISH KUMAR	1809	no	JMBP	Jai Maha Bharath Party
Jammu & Kashmir	Udhampur	SMT. AMRIT BARSHA	1842	no	SP	Samajwadi Party
Jammu & Kashmir	Udhampur	DHARAM PAL BALGOTRA	16437	no	BSP	Bahujan Samaj Party
Jammu & Kashmir	Udhampur	ANIL KUMAR GUPTA	5755	no	IND	Independent
Jammu & Kashmir	Udhampur	PROF. BHIM SINGH	25312	no	JKNPP	Jammu & Kashmir National Panthers Party
Jammu & Kashmir	Udhampur	SHAM LAL	2187	no	AJKMP	All J & K Kisan Majdoor Party
Jammu & Kashmir	Udhampur	BANSI LAL	7339	no	IND	Independent
Jammu & Kashmir	Udhampur	MOHD ARSHAD MALIK	30461	no	JKPDP	Jammu & Kashmir Peoples Democratic Party
Jammu & Kashmir	Udhampur	GHULAM NABI AZAD	426393	no	INC	Indian National Congress
Jammu & Kashmir	Udhampur	ANIL KHAJURIA	15188	no	IND	Independent
Jammu & Kashmir	Jammu	JUGAL KISHORE	619995	yes	BJP	Bharatiya Janata Party
Jammu & Kashmir	Jammu	ASHOK KUMAR SHARMA	2582	no	IND	Independent
Jammu & Kashmir	Jammu	SATISH POONCHI	1981	no	IND	Independent
Jammu & Kashmir	Jammu	MOHD. ABBAS KHAN	2469	no	IND	Independent
Jammu & Kashmir	Jammu	PERSEEN SINGH	7173	no	IND	Independent
Jammu & Kashmir	Jammu	MOHD. IMTIAZ	7423	no	IND	Independent
Jammu & Kashmir	Jammu	GURSAGAR SINGH	6042	no	SDP	Socialistic Democratic Party
Jammu & Kashmir	Jammu	MEHAR MANAV BHAGAT	2013	no	BHBP	Bharatiya Bahujan Party
Jammu & Kashmir	Jammu	ABDUL MAJID CHOUHAN	4177	no	IND	Independent
Jammu & Kashmir	Jammu	HARI CHAND JALMERIA	9071	no	JKNPP	Jammu & Kashmir National Panthers Party
Jammu & Kashmir	Jammu	VIJAY KUMAR	5125	no	IND	Independent
Jammu & Kashmir	Jammu	ASHOK KUMAR	31199	no	BSP	Bahujan Samaj Party
Jammu & Kashmir	Jammu	LABHA RAM	5046	no	IND	Independent
Jammu & Kashmir	Jammu	SUBASH CHANDER	2205	no	AJKMP	All J & K Kisan Majdoor Party
Jammu & Kashmir	Jammu	YASHPAL SHARMA	168554	no	JKPDP	Jammu & Kashmir Peoples Democratic Party
Jammu & Kashmir	Jammu	NIRMAL SINGH	5286	no	IND	Independent
Jammu & Kashmir	Jammu	MADAN LAL SHARMA	362715	no	INC	Indian National Congress
Jammu & Kashmir	Jammu	BAHADUR SINGH CHOWDHARY	3164	no	SP	Samajwadi Party
Jammu & Kashmir	Jammu	RAJ KUMAR	2991	no	IND	Independent
Jammu & Kashmir	Jammu	None of the Above	4382	no	NOTA	None of the Above
Karnataka	Chikkodi	PRAKASH BABANNA HUKKERI	474373	yes	INC	Indian National Congress
Karnataka	Chikkodi	PRATAPARAO  PATIL	42738	no	NCP	Nationalist Congress Party
Karnataka	Chikkodi	SHRINIK ANNASAHEB JANGATE	3622	no	IND	Independent
Karnataka	Chikkodi	KATTI RAMESH VISHWANATH	471370	no	BJP	Bharatiya Janata Party
Karnataka	Chikkodi	KADAPURE MACHINDRA DAVALU	14493	no	BSP	Bahujan Samaj Party
Karnataka	Chikkodi	MOHAN GURAPPA MOTANNAVAR	3458	no	IND	Independent
Karnataka	Chikkodi	SHRIMANT BALASAHEB PATIL	39992	no	JD(S)	Janata Dal  (Secular)
Karnataka	Chikkodi	ASHFAQ AHMED MADAKI	3529	no	AAAP	Aam Aadmi Party
Karnataka	Chikkodi	MAGADUM GOUSMOHIUDDIN ISMAIL MAGDUM	2624	no	IND	Independent
Karnataka	Chikkodi	JITENDRA SUBHASH NERLE	1414	no	IND	Independent
Karnataka	Chikkodi	APPASAHEB SRIPATHI KURANE	1457	no	SJPA	Sarva Janata Party
Karnataka	Chikkodi	BASAPPA KALLAPPA HANCHANAL	1744	no	IND	Independent
Karnataka	Chikkodi	None of the Above	10289	no	NOTA	None of the Above
Karnataka	Belgaum	ANGADI SURESH CHANNABASAPPA	554417	yes	BJP	Bharatiya Janata Party
Karnataka	Belgaum	DAYANAND GURUPUTRAYYA CHIKKAMATH	1261	no	SP	Samajwadi Party
Karnataka	Belgaum	RAMAPPA (RAMCHANDRA) MAREPPA CHALAWADI	3504	no	IND	Independent
Karnataka	Belgaum	RAMESH G KADALASKAR	3535	no	BSP	Bahujan Samaj Party
Karnataka	Belgaum	ANTAKKANAVAR PARAPPA SHANKAREPPA	773	no	IND	Independent
Karnataka	Belgaum	MOHAN YALLAPPA MORE	1457	no	IND	Independent
Karnataka	Belgaum	LAXMI R. HEBBALKAR	478557	no	INC	Indian National Congress
Karnataka	Belgaum	S. P. RATHOD	1753	no	IND	Independent
Karnataka	Belgaum	KHANAGOUDAR S B	920	no	IND	Independent
Karnataka	Belgaum	SANTOSH M. SHET @ RAIKAR	3245	no	IND	Independent
Karnataka	Belgaum	MAJUKAR HANMANT KRISHANA	1187	no	IND	Independent
Karnataka	Belgaum	BAGWAN NASIR PAPULSAB	5477	no	JD(S)	Janata Dal  (Secular)
Karnataka	Belgaum	ANGADI MUTTAPPA CHANNASANGAPPA	8524	no	AAAP	Aam Aadmi Party
Karnataka	Belgaum	SANTOSH MANOHAR BAVADEKAR	1656	no	IND	Independent
Karnataka	Belgaum	DR. GAONKAR RAJMAHENDRA SAKHARAM	781	no	IND	Independent
Karnataka	Belgaum	None of the Above	11500	no	NOTA	None of the Above
Karnataka	Bagalkot	GADDIGOUDAR PARVTAGOUDA CHANDANAGOUDA	571548	yes	BJP	Bharatiya Janata Party
Karnataka	Bagalkot	SHANKAR BIDARI	10959	no	IND	Independent
Karnataka	Bagalkot	PARASHURAM MANASING RATHOD	3897	no	IND	Independent
Karnataka	Bagalkot	Y.C KAMBLE	7370	no	BSP	Bahujan Samaj Party
Karnataka	Bagalkot	NAGAPPA PAKKIRAPPA SHIRAGUPPI	1194	no	IND	Independent
Karnataka	Bagalkot	MUTTAPPA MUDAKAPPA HIREKUMBI	2037	no	IND	Independent
Karnataka	Bagalkot	VASANAGOUDA NINGANAGOUDA BHANDI	4325	no	IND	Independent
Karnataka	Bagalkot	None of the Above	10764	no	NOTA	None of the Above
Karnataka	Bagalkot	AJAY KUMAR SARNAIK	454988	no	INC	Indian National Congress
Karnataka	Bagalkot	KANABUR SADASHIV SIDAMALLAPPA	1180	no	JD(U)	Janata Dal  (United)
Karnataka	Bagalkot	HUNASHYAL RAVI	7237	no	JD(S)	Janata Dal  (Secular)
Karnataka	Bagalkot	MAHESH BASAPPA NANDIHAL	813	no	KAP	Karunaadu Party
Karnataka	Bagalkot	KAZI KUTUBUDDIN	2004	no	AAAP	Aam Aadmi Party
Karnataka	Bagalkot	AJJODI BHEEMAPPA DHOOLAPPA	994	no	IND	Independent
Karnataka	Bijapur	RAMESH JIGAJINAGI	471757	yes	BJP	Bharatiya Janata Party
Karnataka	Bijapur	BHAGWAN DHARMANNA KAMBALE	1340	no	RPI(A)	Republican Party of India (A)
Karnataka	Bijapur	SUDHAKAR KANAMADI	2818	no	BSP	Bahujan Samaj Party
Karnataka	Bijapur	HANMANT MOTHER-BASALINGAVVA HOLER	2775	no	IND	Independent
Karnataka	Bijapur	RAJU SHRIMANT PADAGANUR	1422	no	IND	Independent
Karnataka	Bijapur	K SHIVRAM	57551	no	JD(S)	Janata Dal  (Secular)
Karnataka	Bijapur	RUDRESH DAYAPPA DODAMANI	2259	no	IND	Independent
Karnataka	Bijapur	SHRIKANT DEVENDRAPPA ARAKERI	1930	no	KAP	Karunaadu Party
Karnataka	Bijapur	SATISH ASANGIHAL	2194	no	IND	Independent
Karnataka	Bijapur	SHRIDHAR NARAYANKAR	4717	no	AAAP	Aam Aadmi Party
Karnataka	Bijapur	RAVI (RAJESH) Y VALLYAPUR	1283	no	IND	Independent
Karnataka	Bijapur	SIDDAPPA B GANJI	2691	no	IND	Independent
Karnataka	Bijapur	HUNNUR MARAGANNA MALAPPA	3795	no	IND	Independent
Karnataka	Bijapur	PRAKASH RATHOD	401938	no	INC	Indian National Congress
Karnataka	Bijapur	None of the Above	8287	no	NOTA	None of the Above
Karnataka	Gulbarga	MALLIKARJUN KHARGE	507193	yes	INC	Indian National Congress
Karnataka	Gulbarga	RAMU	4085	no	IND	Independent
Karnataka	Gulbarga	SHANKAR JADHAV	2877	no	BHPP	Bharatiya Peoples Party
Karnataka	Gulbarga	B.T.LALITHA NAIK	9074	no	AAAP	Aam Aadmi Party
Karnataka	Gulbarga	S.M. SHARMA	4943	no	SUCI	SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
Karnataka	Gulbarga	D.G. SAGAR	15690	no	JD(S)	Janata Dal  (Secular)
Karnataka	Gulbarga	REVUNAIK BELAMAGI	432460	no	BJP	Bharatiya Janata Party
Karnataka	Gulbarga	DANNI MAHADEV B.	11428	no	BSP	Bahujan Samaj Party
Karnataka	Gulbarga	None of the Above	9888	no	NOTA	None of the Above
Karnataka	Raichur	B.V.NAYAK	443659	yes	INC	Indian National Congress
Karnataka	Raichur	D.B.NAYAK	21706	no	JD(S)	Janata Dal  (Secular)
Karnataka	Raichur	MARUTI	3618	no	NDEP	National Development Party
Karnataka	Raichur	RAJA THIMAPPA NAYAK	12254	no	BSP	Bahujan Samaj Party
Karnataka	Raichur	BHIMARAYA JARADABANDI	4234	no	AAAP	Aam Aadmi Party
Karnataka	Raichur	M NAGARAJ	6938	no	CPIM	Communist Party of India (Marxist-Leninist) Red Star
Karnataka	Raichur	CHINNAYYA NAYAK	6540	no	IND	Independent
Karnataka	Raichur	K SOMASHEKAR YADGIRI	6788	no	SUCI	SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
Karnataka	Raichur	ARAKERA SHIVANAGOUDA NAYAK	442160	no	BJP	Bharatiya Janata Party
Karnataka	Raichur	RANGANAYAK	4935	no	PPOI	Pyramid Party of India
Karnataka	Raichur	BHAGAVANTAPPA	2881	no	LSP	Lok Satta Party
Karnataka	Raichur	None of the Above	13176	no	NOTA	None of the Above
Karnataka	Bidar	BHAGWANTH KHUBA	459290	yes	BJP	Bharatiya Janata Party
Karnataka	Bidar	GOVIND	1427	no	SP	Samajwadi Party
Karnataka	Bidar	MOHAMMED RAFIQ	2095	no	IND	Independent
Karnataka	Bidar	HATTARKI YASHWANTHRAO SHIVARAYA	1414	no	BHPP	Bharatiya Peoples Party
Karnataka	Bidar	RAMANNA	1378	no	HJP	Hindustan Janta Party
Karnataka	Bidar	SHRAVANA S.BHANDE MUNGANAL	2862	no	RSPS	Rashtriya Samaj Paksha
Karnataka	Bidar	SIDDARAMAPPA NAGAPPA KARABASTI CHINCHANSOOR	1742	no	IND	Independent
Karnataka	Bidar	NAGANATH PATIL	2204	no	IND	Independent
Karnataka	Bidar	None of the Above	2817	no	NOTA	None of the Above
Karnataka	Bidar	BABU PASHA	2869	no	IND	Independent
Karnataka	Bidar	N. DHARAM SINGH	367068	no	INC	Indian National Congress
Karnataka	Bidar	ISMAIL ZABI ULLAH	5818	no	IND	Independent
Karnataka	Bidar	BALBHEEM VEERAPPA UNNE	7118	no	IND	Independent
Karnataka	Bidar	SYED WAHEED	1302	no	BMUP	Bahujan Mukti Party
Karnataka	Bidar	ABDUL HAMEED FARAAN	3747	no	WPOI	Welfare Party Of India
Karnataka	Bidar	PRABHU	5097	no	IND	Independent
Karnataka	Bidar	MIRZA SHAFEE BAIG	1462	no	IND	Independent
Karnataka	Bidar	SUBHASH BHIMSHA SINDANKERA	1406	no	IND	Independent
Karnataka	Bidar	KALLALING HUGAR NELOGI	2307	no	IND	Independent
Karnataka	Bidar	SHAMALA.M.UDANOOR	1259	no	IND	Independent
Karnataka	Bidar	MACHENDAR	4379	no	IND	Independent
Karnataka	Bidar	BANDEPPA KHASHEMPUR	58728	no	JD(S)	Janata Dal  (Secular)
Karnataka	Bidar	RAMESH GAYKAWAD	1976	no	ANC	Ambedkar National Congress
Karnataka	Bidar	SHANKAR BHAYYA	15079	no	BSP	Bahujan Samaj Party
Karnataka	Bidar	CHANDRAKANT	4540	no	AAAP	Aam Aadmi Party
Karnataka	Koppal	KARADI SANGANNA AMARAPPA	486383	yes	BJP	Bharatiya Janata Party
Karnataka	Koppal	COM I:- D H PUJAR	2636	no	CPIM	Communist Party of India (Marxist-Leninist) Red Star
Karnataka	Koppal	NAGAPPA. G.  KARATAGI	2894	no	IND	Independent
Karnataka	Koppal	THIMMAPPA UPPAR	2459	no	BDBRAJP	Bharatiya Dr. B.R.Ambedkar Janta Party
Karnataka	Koppal	SYED  ARIF	9529	no	BSP	Bahujan Samaj Party
Karnataka	Koppal	BASAVARAJ HITNAL	453969	no	INC	Indian National Congress
Karnataka	Koppal	BHARADWHAJA	2089	no	CPI(ML)(L)	Communist Party of India  (Marxist-Leninist)  (Liberation)
Karnataka	Koppal	SHIVAKUMAR NAVALISIDDAPPA TONTAPUR	3425	no	AAAP	Aam Aadmi Party
Karnataka	Koppal	RAMESH KOTI	1867	no	RPI(A)	Republican Party of India (A)
Karnataka	Koppal	K. M. RANGANATHREDDY	2305	no	SP	Samajwadi Party
Karnataka	Koppal	ANOJIRAO G	2012	no	IND	Independent
Karnataka	Koppal	NAZEER HUSSAIN	2129	no	RKSP	Rashtriya Krantikari Samajwadi Party
Karnataka	Koppal	B.MANOHARA HANUMANTAPPA	4433	no	IND	Independent
Karnataka	Koppal	GOVINDHAREDDY PACHARALLI	2839	no	IND	Independent
Karnataka	Koppal	V. GOVINDA	6300	no	IND	Independent
Karnataka	Koppal	SURESH	8292	no	IND	Independent
Karnataka	Koppal	None of the Above	12947	no	NOTA	None of the Above
Karnataka	Bellary	B. SREERAMULU	534406	yes	BJP	Bharatiya Janata Party
Karnataka	Bellary	G. NATARAJA	1997	no	KAP	Karunaadu Party
Karnataka	Bellary	None of the Above	11320	no	NOTA	None of the Above
Karnataka	Bellary	MALAGI SHIVAKUMAR GIRIYAPPA	6038	no	AAAP	Aam Aadmi Party
Karnataka	Bellary	N.Y. HANUMANTAPPA	449262	no	INC	Indian National Congress
Karnataka	Bellary	B. RAMUDU (ADDIGERI RAMANNA)	4557	no	BSP	Bahujan Samaj Party
Karnataka	Bellary	COMRADE S. BHEEMAPPA	2042	no	CPIM	Communist Party of India (Marxist-Leninist) Red Star
Karnataka	Bellary	R. RAVINAYAKA	12613	no	JD(S)	Janata Dal  (Secular)
Karnataka	Bellary	K. RAGHAVENDRA	3501	no	PPOI	Pyramid Party of India
Karnataka	Bellary	DODDAMANI PRASAD	2456	no	CPI(ML)(L)	Communist Party of India  (Marxist-Leninist)  (Liberation)
Karnataka	Bellary	N.B. KRISHNAPPA NAYAKA	3888	no	IND	Independent
Karnataka	Bellary	N.R. MALLAYYA SWAMY	5206	no	IND	Independent
Karnataka	Bellary	A. DEVDAS	8486	no	SUCI	SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
Karnataka	Haveri	UDASI SHIVAKUMAR CHANNABASAPPA	566790	yes	BJP	Bharatiya Janata Party
Karnataka	Haveri	HANUMANTAPPA  D. KABBAR	5997	no	IND	Independent
Karnataka	Haveri	SHIVAKUMAR  TALAWAR	3780	no	IND	Independent
Karnataka	Haveri	B.M.JAYADEV MATHAD	2296	no	IND	Independent
Karnataka	Haveri	RAVI  MENASINAKAI	9814	no	JD(S)	Janata Dal  (Secular)
Karnataka	Haveri	KABBINAD VERABHADRAPPA VEERAPPA	1224	no	IND	Independent
Karnataka	Haveri	CHANDRASHEKHARAYYA GURULINGAYYA KULKARNI	1314	no	IND	Independent
Karnataka	Haveri	MEHABOOBKHAN  PATHAN	2329	no	IND	Independent
Karnataka	Haveri	KUBER VASANNA	883	no	IND	Independent
Karnataka	Haveri	H M SIRQUAZI	1602	no	AAAP	Aam Aadmi Party
Karnataka	Haveri	BASAVANTEPPA HONNAPPA HULLATTI	974	no	SJPA	Sarva Janata Party
Karnataka	Haveri	BIDARAGADDI  V.B	3528	no	IND	Independent
Karnataka	Haveri	SURESH M.MUNDARGI	771	no	RCMP	Rani Chennamma Party
Karnataka	Haveri	SHIDDAPPA KALLAPPA POOJAR	15656	no	IND	Independent
Karnataka	Haveri	SALEEM  AHMED	479219	no	INC	Indian National Congress
Karnataka	Haveri	HALAPPA  TIMMENAHALLI	6229	no	BSP	Bahujan Samaj Party
Karnataka	Haveri	GIRISHGOUDA C.BISTANAGOUDAR	946	no	IND	Independent
Karnataka	Haveri	D PRASAD	1490	no	RPI(A)	Republican Party of India (A)
Karnataka	Haveri	RUDRESH RAMANNA HADAGALI	7320	no	IND	Independent
Karnataka	Haveri	None of the Above	3806	no	NOTA	None of the Above
Karnataka	Dharwad	PRALHAD JOSHI	545395	yes	BJP	Bharatiya Janata Party
Karnataka	Dharwad	MARUTI RAMAPPA HANASI	1587	no	IND	Independent
Karnataka	Dharwad	SHAKEEL ABDULSATTAR DODWAD	1368	no	IND	Independent
Karnataka	Dharwad	BANKAPUR. HANUMANTHAPPA MALLAPPA	8836	no	JD(S)	Janata Dal  (Secular)
Karnataka	Dharwad	VIKAS B. SOPPIN	2174	no	IND	Independent
Karnataka	Dharwad	PRAMOD HANUMANTHARAO MUTHALIK	5465	no	IND	Independent
Karnataka	Dharwad	IRAPPA BHARAMAPPA MADAR	6858	no	BSP	Bahujan Samaj Party
Karnataka	Dharwad	IMAMSAB MEHBOOBSAB TORGAL.	995	no	IND	Independent
Karnataka	Dharwad	VINAY KULKARNI	431738	no	INC	Indian National Congress
Karnataka	Dharwad	IRSHAD BEGAM ADHONI.	1053	no	IND	Independent
Karnataka	Dharwad	GURUSHANTAPPA H. CHALAVADI.	4128	no	RPI(A)	Republican Party of India (A)
Karnataka	Dharwad	SANJAY KOTHARI	2359	no	IND	Independent
Karnataka	Dharwad	SHREEKANT KABADI	3018	no	IND	Independent
Karnataka	Dharwad	DOKKA ANANDARAJ	985	no	IND	Independent
Karnataka	Dharwad	GANGADHAR S. BADIGER	1785	no	SUCI	SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
Karnataka	Dharwad	SHAILENDRA PATIL	6196	no	IND	Independent
Karnataka	Dharwad	HEMANT KUMAR	4349	no	AAAP	Aam Aadmi Party
Karnataka	Dharwad	None of the Above	12937	no	NOTA	None of the Above
Karnataka	Uttara Kannada	ANANTKUMAR HEGDE	546939	yes	BJP	Bharatiya Janata Party
Karnataka	Uttara Kannada	BASAVARAJ DUNDAPPA HADAPAD	2032	no	RCMP	Rani Chennamma Party
Karnataka	Uttara Kannada	NAIK SANTHOSH	7404	no	BSP	Bahujan Samaj Party
Karnataka	Uttara Kannada	ELIYAS KATI	6281	no	SJPA	Sarva Janata Party
Karnataka	Uttara Kannada	RAGHAVENDRA K. THANE	6215	no	AAAP	Aam Aadmi Party
Karnataka	Uttara Kannada	SADANAND DESHBHANDARI ANNAPPA	3565	no	IND	Independent
Karnataka	Uttara Kannada	ASHOK SAHADEVAPPA CHALAVADI	4246	no	IND	Independent
Karnataka	Uttara Kannada	OLWIN MARIAN LOPIS	1840	no	BMUP	Bahujan Mukti Party
Karnataka	Uttara Kannada	PRASHANT R DESHPANDE	406239	no	INC	Indian National Congress
Karnataka	Uttara Kannada	None of the Above	16277	no	NOTA	None of the Above
Karnataka	Davanagere	G M SIDDESHWARA	518894	yes	BJP	Bharatiya Janata Party
Karnataka	Davanagere	K SYED ZABIULLA	1582	no	IND	Independent
Karnataka	Davanagere	H.K. KENCHVEERAPPA	3972	no	VJCP	Vichara Jagruthi Congress Paksha
Karnataka	Davanagere	A.K.PARASHURAMA KOTEMALLUR	5581	no	BSP	Bahujan Samaj Party
Karnataka	Davanagere	SIDDESH	1216	no	IND	Independent
Karnataka	Davanagere	PARASURAM KURUBAR	1332	no	CPI(ML)(L)	Communist Party of India  (Marxist-Leninist)  (Liberation)
Karnataka	Davanagere	G.M.SIDDESHI	2732	no	IND	Independent
Karnataka	Davanagere	S.S. SUBHAN KHAN	3312	no	IND	Independent
Karnataka	Davanagere	None of the Above	4536	no	NOTA	None of the Above
Karnataka	Davanagere	ALUR M.G. SWAMY	1122	no	IND	Independent
Karnataka	Davanagere	COM. H.K. RAMACHANDRAPPA	8064	no	CPI	Communist Party of India
Karnataka	Davanagere	MAHIMA J PATEL	46911	no	JD(S)	Janata Dal  (Secular)
